transaction_id,account_id,customer_id,merchant_id,amount,transaction_type,timestamp,merchant_category,location
142,5023,493,162,1081.12,credit,2026-02-23 18:40:46.043789,subscription,Michaelburgh
143,6279,2132,105,1971.95,debit,2025-12-10 12:27:25.043789,health,North Elizabethshire
144,1989,3286,30,2781.91,credit,2025-06-14 08:05:42.043789,entertainment,Port Louisside
145,4760,3291,146,1455.8,debit,2026-01-10 11:06:38.043789,retail,South Darren
146,4988,4151,4,2820.09,credit,2026-05-03 16:58:28.043789,entertainment,New Ashleyshire
147,379,2077,114,1311.91,debit,2026-05-07 11:49:57.043789,retail,Lake Christopherhaven
148,193,2656,82,1560.92,debit,2026-05-26 07:26:58.043789,grocery,Port Williamhaven
149,577,1857,130,1646.39,debit,2026-03-27 12:24:01.043789,entertainment,South Amy
150,898,2218,23,100.94,credit,2025-07-17 17:43:03.043789,grocery,Port Barbara
151,523,102,81,289.53,credit,2026-05-29 21:43:36.043789,utilities,North Jasonville
152,1376,1934,43,3813.51,credit,2025-10-10 02:36:19.043789,travel,Christopherfurt
153,3628,1470,150,626.93,debit,2026-02-13 11:31:29.043789,entertainment,North Calebbury
154,5828,1389,46,1113.3,credit,2025-07-01 20:13:47.043789,utilities,Lake Valerieborough
155,5109,3230,158,357.23,credit,2025-08-05 00:22:17.043789,utilities,Morganton
156,603,3199,11,4983.23,credit,2025-07-05 06:40:57.043789,travel,Zimmermanview
157,1629,1423,89,3485.95,credit,2025-08-31 11:55:20.043789,travel,South Renee
158,6613,433,15,1149.14,debit,2025-08-21 18:24:25.043789,grocery,Heathermouth
159,4483,3428,135,313.11,credit,2025-12-04 08:20:51.043789,grocery,Breannashire
160,4746,3426,99,188.31,debit,2025-10-31 15:31:42.043789,grocery,Davisfort
161,2525,4819,21,405.17,debit,2025-07-21 22:22:14.043789,restaurant,Osbornville
162,1894,1794,1,196.22,debit,2025-09-14 08:48:38.043789,subscription,Jaredbury
163,4786,968,146,1330.58,credit,2025-09-23 04:44:59.043789,retail,North Jacqueline
164,3961,3403,91,1569.98,credit,2026-04-03 16:42:24.043789,health,Davisborough
165,2772,1576,143,1501.2,credit,2026-06-09 21:58:28.043789,health,Wardshire
166,1608,3518,15,231.47,debit,2026-03-25 15:11:58.043789,grocery,Kevinberg
167,114,2817,85,1285.38,debit,2026-04-21 08:21:33.043789,subscription,East Emilyton
168,1788,292,124,1115.04,credit,2025-07-27 06:38:35.043789,retail,West Jonathanville
169,4326,2399,5,1853.21,credit,2026-05-02 23:23:10.043789,restaurant,Adriennefort
170,1595,3425,23,1306.47,debit,2025-12-26 08:36:10.043789,grocery,East Leslie
171,4815,4926,61,219.07,debit,2026-02-18 01:20:36.043789,restaurant,Smithmouth
172,3741,4841,69,1244.12,credit,2025-12-06 04:55:56.043789,health,South Eileen
173,2039,3130,154,2452.55,credit,2026-03-06 01:44:09.043789,entertainment,Valenzuelachester
174,1177,2041,131,515.96,debit,2025-09-10 15:10:39.043789,retail,Lake Bryce
175,3717,4033,22,811.39,credit,2026-03-02 01:36:40.043789,utilities,Stevenview
176,962,1540,85,1540.38,credit,2026-06-11 20:56:25.043789,subscription,Kimberlychester
177,3624,2584,88,1641.62,debit,2025-06-17 22:03:35.043789,health,Browningbury
178,3327,2434,155,1939.71,debit,2025-12-17 20:10:37.043789,subscription,East Cathychester
179,825,4263,163,2330.64,credit,2025-11-09 08:42:43.043789,entertainment,Griffithtown
180,5340,3910,62,5934.06,credit,2026-04-19 18:27:02.043789,travel,Smithmouth
181,531,2653,118,1369.25,debit,2025-11-26 09:48:06.043789,health,Kennethshire
182,2345,439,48,783.01,debit,2025-08-12 05:50:21.043789,entertainment,Salasview
183,1520,2742,66,1751.23,credit,2026-03-13 06:55:08.043789,health,Blackfort
184,3235,2503,198,1173.35,debit,2026-02-02 11:19:28.043789,entertainment,East Jenniferhaven
185,3910,33,153,4557.92,debit,2026-06-12 06:38:23.043789,travel,Mortonview
186,4914,4982,169,432.72,credit,2026-05-25 13:14:33.043789,subscription,Garciabury
187,6741,2079,48,2137.73,debit,2025-11-06 07:21:59.043789,entertainment,South Paulafurt
188,4281,1246,124,302.69,debit,2025-09-17 12:17:27.043789,retail,Hernandezside
189,183,2536,4,1114.92,credit,2026-05-13 01:15:40.043789,entertainment,North Alyssa
190,1982,564,170,541.58,debit,2026-05-19 01:06:07.043789,retail,Thomasmouth
191,5847,2205,67,2763.04,credit,2025-09-03 08:25:21.043789,travel,New Shelley
192,1931,2969,153,2892.75,credit,2025-07-11 19:10:44.043789,travel,Terryshire
193,6119,592,32,972.52,credit,2026-04-13 18:53:40.043789,health,Maryberg
194,4736,89,34,2375.05,debit,2025-10-30 14:33:03.043789,travel,Ryanmouth
195,2098,2973,156,1093.94,credit,2026-04-25 23:43:18.043789,subscription,New Stephen
196,3316,1108,76,1291.5,debit,2026-04-09 14:15:18.043789,utilities,Sarahhaven
197,1844,2280,29,79.54,credit,2026-01-13 02:23:36.043789,restaurant,Port Bernardfurt
198,3940,1505,56,490.45,debit,2026-02-28 02:28:20.043789,health,Sanchezberg
199,960,1909,24,20.77,debit,2026-03-31 06:13:20.043789,utilities,Carterstad
200,5833,4389,110,662.3,debit,2025-09-02 11:40:16.043789,subscription,Lindseyport
201,4532,858,50,910.63,credit,2025-11-16 11:17:11.043789,retail,Mooreburgh
202,1418,2653,200,3714.44,credit,2026-03-11 00:35:14.043789,entertainment,Gordonland
203,1624,1800,36,881.9,credit,2026-01-25 01:35:40.043789,retail,New Aliciatown
204,3576,3511,145,1925.7,debit,2026-02-22 20:10:14.043789,grocery,Jacksonfort
205,2677,38,179,990.15,debit,2025-12-20 18:10:06.043789,retail,Davidside
206,6016,4720,190,2314.47,credit,2026-06-02 10:59:50.043789,entertainment,Shaneville
207,6307,795,96,286.99,debit,2025-10-08 22:47:30.043789,restaurant,Velasqueztown
208,6760,3404,108,197.58,credit,2026-05-26 20:51:29.043789,retail,Yolandahaven
209,1309,1768,162,1244.73,debit,2026-06-06 13:07:58.043789,subscription,South Christopher
210,4313,3365,148,371.71,debit,2026-02-06 18:36:14.043789,entertainment,Christinemouth
211,3256,2283,121,252.78,credit,2025-11-30 19:38:04.043789,subscription,Loriview
212,240,139,161,1016.59,debit,2026-01-26 10:54:51.043789,travel,East Charlottefurt
213,2346,3287,98,1139.49,debit,2026-01-20 11:59:41.043789,restaurant,New David
214,3308,3234,85,1927.62,debit,2025-11-20 09:08:45.043789,subscription,Edwardsfort
215,2756,4142,166,4253.69,credit,2025-12-12 07:18:37.043789,travel,New David
216,5150,4101,35,1328.74,debit,2026-03-30 23:13:47.043789,utilities,East Adam
217,3899,705,162,1542.42,debit,2026-05-09 08:55:43.043789,subscription,Lake Nancy
218,4764,20,13,1534.61,credit,2026-03-04 01:33:24.043789,utilities,Dianaburgh
219,3662,2278,94,472.33,credit,2026-04-06 04:59:37.043789,health,South Saraport
220,6542,4260,74,1092.82,credit,2026-02-23 09:25:59.043789,retail,Moontown
221,356,3709,95,3385.03,credit,2025-06-30 13:57:41.043789,entertainment,Port Thomashaven
222,1216,4540,122,1107.89,debit,2025-11-07 22:08:40.043789,health,North Melissaburgh
223,776,3788,79,877.75,credit,2026-02-02 16:28:12.043789,health,Farmerside
224,2753,3842,99,1054.23,credit,2025-10-01 09:51:06.043789,grocery,Lake Jessicaville
225,3461,4303,9,932.28,debit,2025-07-10 16:26:27.043789,utilities,Amyfurt
226,1198,4856,173,1530.02,debit,2026-03-04 21:41:34.043789,restaurant,Browningburgh
227,254,2718,149,1637.15,credit,2026-05-10 10:09:58.043789,subscription,East Emily
228,2712,3463,121,454.42,credit,2025-08-22 08:10:37.043789,subscription,Hendersonland
229,3184,361,175,1319.93,debit,2026-02-11 15:47:56.043789,travel,West Alan
230,5755,363,40,1811.02,credit,2026-06-04 05:43:24.043789,travel,Hernandezmouth
231,5226,4301,58,1781.07,credit,2026-03-12 20:10:16.043789,subscription,Reginachester
232,2477,3835,153,335.28,credit,2026-05-14 19:26:10.043789,travel,Tonyabury
233,2918,759,16,362.58,credit,2025-08-31 01:23:04.043789,retail,West Christopher
234,3873,1062,95,1650.52,debit,2025-12-22 09:42:04.043789,entertainment,Ariasfort
235,5051,849,162,422.06,credit,2026-04-14 23:26:43.043789,subscription,New Theresa
236,571,299,28,1227.09,debit,2025-09-11 13:40:54.043789,restaurant,Allisonbury
237,2703,3625,61,488.92,debit,2025-12-11 14:32:34.043789,restaurant,Millerville
238,2690,475,16,1174.6,debit,2025-07-19 07:43:31.043789,retail,Anitashire
239,1422,3521,191,837.58,credit,2026-01-26 04:47:11.043789,restaurant,Zacharymouth
240,2023,3616,45,672.71,debit,2026-06-03 15:32:34.043789,entertainment,North Jean
241,2032,393,66,1277.27,debit,2025-07-01 03:26:47.043789,health,Staceytown
242,6680,1385,21,1930.05,debit,2025-07-04 12:47:13.043789,restaurant,New Jamie
243,2340,440,66,1760.81,credit,2026-03-07 00:09:51.043789,health,South Ericaport
244,2269,4674,108,108.93,credit,2026-03-27 13:04:42.043789,retail,East Matthewberg
245,1986,2476,122,342.22,credit,2026-04-10 08:24:32.043789,health,North Markview
246,6109,3449,107,1845.21,debit,2026-03-05 19:03:36.043789,entertainment,North Ashley
247,182,48,175,316.0,credit,2025-09-10 16:41:53.043789,travel,Port Ashleeborough
248,5067,2382,92,1846.97,debit,2025-09-27 18:37:18.043789,entertainment,Ericchester
249,5469,2303,131,1626.68,credit,2025-10-13 12:00:06.043789,retail,West Frankfort
250,1427,3896,134,992.94,debit,2025-07-17 15:47:13.043789,utilities,Port Shelby
251,5500,2686,21,1844.01,debit,2026-05-08 10:31:04.043789,restaurant,South Alicia
252,6748,706,186,1760.72,debit,2026-02-08 10:55:29.043789,restaurant,Allisonport
253,5701,3155,159,1639.98,debit,2025-06-21 20:41:17.043789,health,Greenfort
254,1355,1002,61,1950.55,debit,2025-07-27 16:42:46.043789,restaurant,North Christopher
255,2179,2492,145,125.82,credit,2026-01-20 00:42:27.043789,grocery,South Matthew
256,342,4031,42,1160.78,debit,2026-03-28 16:34:05.043789,retail,South Jessicabury
257,3531,782,113,1346.95,credit,2026-06-06 06:52:00.043789,grocery,New Amy
258,6835,1087,153,3841.66,debit,2025-10-18 14:34:24.043789,travel,South Ann
259,6057,1935,153,505.39,credit,2026-01-04 13:21:41.043789,travel,Arnoldborough
260,225,4005,60,740.54,credit,2026-01-29 09:36:00.043789,restaurant,Mcdonaldborough
261,5624,2078,114,518.7,debit,2025-09-19 10:09:30.043789,retail,Matthewberg
262,2878,3075,153,2603.95,debit,2025-10-22 01:17:11.043789,travel,Sierrahaven
263,5415,747,13,1454.05,debit,2025-07-16 22:05:46.043789,utilities,Mirandaburgh
264,4474,3495,116,286.8,credit,2025-06-25 23:36:17.043789,subscription,Eugeneburgh
265,6320,1266,7,993.68,credit,2026-03-23 05:15:42.043789,retail,Patriciafort
266,971,3817,132,1864.5,credit,2026-03-17 02:03:18.043789,subscription,Port Dannyside
267,5108,3933,36,394.14,debit,2025-10-18 19:58:02.043789,retail,Huffside
268,4229,365,174,2239.41,debit,2025-08-13 11:27:38.043789,entertainment,Kellyshire
269,3703,1261,136,577.11,credit,2025-08-21 06:29:18.043789,utilities,Lake Kristopherborough
270,317,2921,132,688.56,debit,2026-05-19 22:41:25.043789,subscription,East Heatherchester
271,3114,4190,148,278.98,debit,2026-03-05 17:02:39.043789,entertainment,Matthewbury
272,2640,4450,128,153.49,credit,2025-11-09 00:05:16.043789,grocery,South Craigview
273,4250,2673,172,832.15,debit,2025-11-21 07:24:32.043789,health,West Roberttown
274,1379,3364,124,810.51,debit,2025-10-09 00:15:17.043789,retail,North Robertchester
275,5051,849,10,770.34,debit,2026-03-24 20:23:08.043789,health,Lake Charles
276,4026,205,167,1978.0,credit,2025-10-16 08:09:13.043789,restaurant,Janetland
277,4082,562,71,422.2,credit,2026-05-29 02:22:42.043789,health,Lake Melissaton
278,3938,3228,59,2483.32,credit,2025-08-07 08:49:47.043789,travel,East Michaelstad
279,514,1259,167,392.71,credit,2025-08-31 04:08:50.043789,restaurant,Perryside
280,4277,1895,18,1947.9,credit,2026-01-03 12:00:30.043789,health,East Shelia
281,955,868,198,113.05,credit,2025-12-01 19:34:58.043789,entertainment,North Andrew
282,2179,2492,110,1298.27,debit,2025-10-27 06:37:03.043789,subscription,South Tiffanyborough
283,3671,4947,30,612.24,credit,2026-03-12 19:34:16.043789,entertainment,Port Kristashire
284,2959,2811,125,612.01,credit,2025-08-14 04:03:42.043789,grocery,Morganfurt
285,1314,1853,177,673.38,credit,2025-09-20 08:00:01.043789,retail,Novakville
286,5106,820,173,1807.14,credit,2026-04-27 19:24:17.043789,restaurant,New Robert
287,496,65,113,1432.65,credit,2026-06-06 05:34:21.043789,grocery,Lake Helenview
288,3596,1612,97,417.46,credit,2025-07-18 05:28:18.043789,retail,Suttonmouth
289,6684,4358,173,292.31,debit,2025-09-06 11:20:04.043789,restaurant,Alexanderfort
290,1369,175,30,224.92,credit,2025-11-13 23:50:02.043789,entertainment,Bakermouth
291,2638,4245,26,1503.23,debit,2026-03-09 18:30:18.043789,retail,Newtonland
292,2716,343,99,1689.92,debit,2026-01-05 17:08:12.043789,grocery,Angelborough
293,2197,2585,56,278.82,credit,2026-05-22 12:29:30.043789,health,Salasfurt
294,2661,2622,1,358.03,credit,2026-03-06 08:09:57.043789,subscription,Armstrongville
295,2463,4810,78,773.25,credit,2026-03-27 09:15:22.043789,entertainment,New Elizabethbury
296,6098,1748,52,194.2,debit,2025-07-30 23:47:04.043789,restaurant,North Heatherborough
297,4040,2566,136,609.79,credit,2026-02-12 02:33:15.043789,utilities,New Melissa
298,4539,1240,93,499.33,credit,2025-07-04 04:28:07.043789,health,Navarroport
299,3724,4629,8,109.17,debit,2026-02-27 15:07:14.043789,entertainment,Lake Markland
300,4402,3662,63,866.34,debit,2025-12-09 15:35:44.043789,health,Domingueztown
301,4060,3218,163,1897.42,debit,2025-10-16 13:07:27.043789,entertainment,Kathleenstad
302,5898,390,169,10.87,debit,2025-08-10 17:49:17.043789,subscription,North Alexandra
303,4028,1024,119,1262.26,debit,2025-12-01 07:13:12.043789,grocery,Lake Mariatown
304,5728,3704,1,1978.51,credit,2026-04-15 22:40:48.043789,subscription,Gibbschester
305,6431,1469,94,945.47,credit,2026-01-10 13:14:44.043789,health,Simsview
306,2535,679,36,386.53,debit,2025-08-18 21:11:21.043789,retail,Lake Elizabeth
307,6616,2459,29,979.25,credit,2026-03-30 03:12:49.043789,restaurant,East Veronicabury
308,5760,2515,142,804.11,credit,2025-06-21 20:29:37.043789,travel,Hallmouth
309,1732,972,46,1672.25,credit,2025-12-10 03:05:26.043789,utilities,Victoriaville
310,6326,1410,93,316.2,debit,2025-11-14 12:53:19.043789,health,East Josephshire
311,6555,3949,176,1664.89,credit,2025-07-12 18:39:10.043789,travel,North Michael
312,2230,1262,171,1320.36,debit,2026-03-28 14:55:19.043789,subscription,South Natalie
313,2126,726,25,1512.14,debit,2025-11-02 16:42:30.043789,retail,Lake Lindahaven
314,5538,1689,161,1844.85,credit,2025-08-09 15:48:28.043789,travel,Stephaniebury
315,3502,3867,179,438.47,credit,2025-08-08 18:49:06.043789,retail,Lake Michaelmouth
316,4917,3486,12,1985.65,credit,2026-06-13 03:35:41.043789,retail,South Ashleyport
317,6629,1619,51,1156.11,credit,2025-11-01 04:20:04.043789,entertainment,East Matthew
